作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"055207","錬金道士","れんきんどうし","れんきんとうし","","","L'ALCHIMISTE","「アルス　二号」1915（大正4）年5月","NDC 951","旧字旧仮名","なし",2012-12-12,2014-09-16,"https://www.aozora.gr.jp/cards/001709/card55207.html","000235","上田","敏","うえだ","びん","うえた","ひん","Ueda","Bin","翻訳者","1874-10-30","1916-07-09","なし","上田敏全訳詩集","岩波文庫、岩波書店","1962（昭和37）年12月16日","2010（平成22）年4月21日第38刷改版","2010（平成22）年4月21日第38刷改版　","","","","","","","","","","","","川山隆","岡村和彦","https://www.aozora.gr.jp/cards/001709/files/55207_ruby_48856.zip","2012-11-02","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001709/files/55207_49273.html","2012-11-02","ShiftJIS","JIS X 0208","0"
"055215","露西亜の言葉","ろしあのことば","ろしあのことは","","","","「明星　三ノ二」1902（明治35）年8月","NDC 981","旧字旧仮名","なし",2013-02-12,2014-09-16,"https://www.aozora.gr.jp/cards/000005/card55215.html","000235","上田","敏","うえだ","びん","うえた","ひん","Ueda","Bin","翻訳者","1874-10-30","1916-07-09","なし","上田敏全訳詩集","岩波文庫、岩波書店","1962（昭和37）年12月16日","2010（平成22）年4月21日第38刷改版","2010（平成22）年4月21日第38刷改版　","","","","","","","","","","","","川山隆","岡村和彦","https://www.aozora.gr.jp/cards/000005/files/55215_ruby_49076.zip","2013-01-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000005/files/55215_49913.html","2013-01-09","ShiftJIS","JIS X 0208","0"
"055226","忘れたるにあらねども","わすれたるにあらねども","わすれたるにあらねとも","","","","「文学界　四八」1896（明治29）年2月","NDC 991","旧字旧仮名","なし",2013-02-17,2014-09-16,"https://www.aozora.gr.jp/cards/001713/card55226.html","000235","上田","敏","うえだ","びん","うえた","ひん","Ueda","Bin","翻訳者","1874-10-30","1916-07-09","なし","上田敏全訳詩集","岩波文庫、岩波書店","1962（昭和37）年12月16日","2010（平成22）年4月21日第38刷改版","2010（平成22）年4月21日第38刷改版　","","","","","","","","","","","","川山隆","岡村和彦","https://www.aozora.gr.jp/cards/001713/files/55226_ruby_49079.zip","2013-01-10","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001713/files/55226_49928.html","2013-01-10","ShiftJIS","JIS X 0208","0"
"052387","わるい花","わるいはな","わるいはな","","","","","NDC 951","旧字旧仮名","なし",2012-08-22,2014-09-16,"https://www.aozora.gr.jp/cards/001563/card52387.html","000235","上田","敏","うえだ","びん","うえた","ひん","Ueda","Bin","翻訳者","1874-10-30","1916-07-09","なし","上田敏詩集","玄文社詩歌部","1923（大正12）年1月10日","1923（大正12）年1月10日","1923（大正12）年1月10日","","","","","","","","","","","","川山隆","Juki","https://www.aozora.gr.jp/cards/001563/files/52387_ruby_48054.zip","2012-07-10","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001563/files/52387_48199.html","2012-07-10","ShiftJIS","JIS X 0208","0"
"003308","雨のボレックス","あめのボレックス","あめのほれつくす","","","","","NDC 913","新字新仮名","あり",2001-05-22,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card3308.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/bolex/bolex.zip","2003-03-30","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/bolex/index.html","2003-03-30","ShiftJIS","JIS X 0208","0"
"004260","アメリカ人になりたい。","アメリカじんになりたい。","あめりかしんになりたい","続・神さんが降りてきた。","ぞく・かみさんがおりてきた。","","","NDC 913","新字新仮名","あり",2000-12-09,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card4260.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/amerikajin/amerikajin.zip","2003-03-30","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/amerikajin/amerikajin.html","2003-03-30","ShiftJIS","JIS X 0208","0"
"002604","逢瀬までの。","おうせまでの。","おうせまての","","","","","NDC 913","新字新仮名","あり",2001-01-12,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card2604.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/ousemadenno/ousemadeno.zip","2003-03-30","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/ousemadenno/ousemadeno.html","2003-03-30","ShiftJIS","JIS X 0208","0"
"002404","神楽坂奇譚","かぐらざかきたん","かくらさかきたん","","","","","NDC 913","新字新仮名","あり",2000-11-18,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card2404.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/kagurazaka/kagurazaka.zip","2003-03-30","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/kagurazaka/kagurazaka.html","2003-03-30","ShiftJIS","JIS X 0208","0"
"000434","神さんが降りてきた。","かみさんがおりてきた。","かみさんかおりてきた","","","","","NDC 913","新字新仮名","あり",1999-07-16,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card434.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/kamisan/kamisan.zip","2003-03-30","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/kamisan/kamisan.html","2003-03-30","ShiftJIS","JIS X 0208","0"
"000230","コーヒーメーカー","コーヒーメーカー","こおひいめえかあ","","","","","NDC 913","新字新仮名","あり",1998-05-09,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card230.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/coffee/coffee.zip","2003-03-30","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/coffee/coffeemaker.html","2003-03-30","ShiftJIS","JIS X 0208","0"
"018344","自動車の名前。","じどうしゃのなまえ。","しとうしやのなまえ","","","","","NDC 913","新字新仮名","あり",2003-04-16,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card18344.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/jidousya/jidousya.zip","2003-03-31","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/jidousya/jidousya.html","2003-03-31","ShiftJIS","JIS X 0208","0"
"018345","主よ、人の望みの喜びよ","しゅよ、ひとののぞみのよろこびよ","しゆよひとののそみのよろこひよ","","","","","NDC 913","新字新仮名","あり",2003-04-16,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card18345.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/syuyo/syuyo.zip","2003-03-31","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/syuyo/syuyo.html","2003-03-31","ShiftJIS","JIS X 0208","0"
"000742","新世界交響曲","しんせかいこうきょうきょく","しんせかいこうきようきよく","","","","","NDC 913","新字新仮名","あり",1998-05-09,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card742.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/newworld/newworld.zip","2003-03-30","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/newworld/newworld.html","2003-03-30","ShiftJIS","JIS X 0208","0"
"043709","高橋の話。","たかはしのはなし。","たかはしのはなし","","","","","NDC 913","新字新仮名","あり",2004-12-14,2014-09-18,"https://www.aozora.gr.jp/cards/000032/card43709.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/takahashi/takahashi.zip","2004-11-21","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/takahashi/takahashi.html","2004-11-21","ShiftJIS","JIS X 0208","0"
"018343","マギーさんのオムレツ。","マギーさんのオムレツ。","まきいさんのおむれつ","神さんが降りてきた。其の三。","かみさんがおりてきた。そのさん。","","","NDC 913","新字新仮名","あり",2003-04-16,2014-09-17,"https://www.aozora.gr.jp/cards/000032/card18343.html","000032","植松","真人","うえまつ","まさと","うえまつ","まさと","Uematsu","Masato","著者","","","あり","","","","","","","","","","","","","","","","","植松眞人","","http://www.vesta.dti.ne.jp/~isana/aozora/omuretu/omuretu.zip","2003-03-31","ShiftJIS","JIS X 0208","0","http://www.vesta.dti.ne.jp/~isana/aozora/omuretu/omuretu.html","2003-03-31","ShiftJIS","JIS X 0208","0"
"047298","あゝ二十年","ああにじゅうねん","ああにしゆうねん","やっと御下命画を完成した私のよろこび","やっとごかめいがをかんせいしたわたしのよろこび","","「大毎美術　第十六巻第七号」1937（昭和12）年7月","NDC 721","新字新仮名","なし",2008-11-04,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47298.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47298_ruby_32303.zip","2008-10-15","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47298_33236.html","2008-10-15","ShiftJIS","JIS X 0208","0"
"046524","朝顔日記の深雪と淀君","あさがおにっきのみゆきとよどぎみ","あさかおにつきのみゆきとよときみ","","","","「大毎美術　第三巻第四号」1924（大正13）年4月","NDC 721","新字新仮名","なし",2007-06-03,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card46524.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","","","","","","","","","","","","鈴木厚司","川山隆","https://www.aozora.gr.jp/cards/000355/files/46524_ruby_26619.zip","2007-04-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/46524_26658.html","2007-04-24","ShiftJIS","JIS X 0208","0"
"046525","あのころ","あのころ","あのころ","――幼ものがたり――","――おさなものがたり――","","","NDC 721","新字新仮名","なし",2007-06-03,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card46525.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","","","","","","","","","","","","鈴木厚司","川山隆","https://www.aozora.gr.jp/cards/000355/files/46525_ruby_26618.zip","2007-04-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/46525_26659.html","2007-04-24","ShiftJIS","JIS X 0208","0"
"047299","浮世絵画家の肉筆","うきよえがかのにくひつ","うきよえかかのにくひつ","――花は霞を透してひとしおの風情があるもの――","――はなはかすみをとおしてひとしおのふぜいがあるもの――","","「大毎美術　第十一巻第十二号」1932（昭和7）年12月","NDC 721","新字新仮名","なし",2008-08-08,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47299.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47299_ruby_32067.zip","2008-07-08","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47299_32068.html","2008-07-08","ShiftJIS","JIS X 0208","0"
"047300","絵だけ","えだけ","えたけ","","","","「美術評論」1937（昭和12）年10月号","NDC 721","新字新仮名","なし",2008-11-04,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47300.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47300_ruby_32304.zip","2008-10-15","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47300_33237.html","2008-10-15","ShiftJIS","JIS X 0208","0"
"049743","絵筆に描き残す亡びゆく美しさ","えふでにかきのこすほろびゆくうつくしさ","えふてにかきのこすほろひゆくうつくしさ","","","","「大阪朝日新聞」1934（昭和9）年8月29日","NDC 721","新字新仮名","なし",2009-03-31,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card49743.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青帛の仙女","同朋舎出版","1996（平成8）年4月5日","1996（平成8）年4月5日第1版第1刷","1996（平成8）年4月5日第1版第1刷","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/49743_ruby_33826.zip","2009-01-31","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/49743_34440.html","2009-01-31","ShiftJIS","JIS X 0208","0"
"047979","応挙と其の時代が好き","おうきょとそのじだいがすき","おうきよとそのしたいかすき","","","","「藝術社会」新田書房、1925（大正14）年","NDC 721","新字旧仮名","なし",2008-07-09,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47979.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄その後","求龍堂","1986（昭和61）年1月15日","1986（昭和61）年1月15日","1986（昭和61）年1月15日","","","","","","","","","","","","鈴木厚司","川山隆","https://www.aozora.gr.jp/cards/000355/files/47979_txt_30932.zip","2008-05-19","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47979_31545.html","2008-05-19","ShiftJIS","JIS X 0208","0"
"049742","大田垣蓮月尼のこと","おおたがきれんげつにのこと","おおたかきれんけつにのこと","","","","「京都新聞」1945（昭和20）年2月19日","NDC 721","新字新仮名","なし",2009-07-03,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card49742.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青帛の仙女","同朋舎出版","1996（平成8）年4月5日","1996（平成8）年4月5日第1版第1刷","1996（平成8）年4月5日第1版第1刷","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/49742_ruby_35118.zip","2009-06-11","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/49742_35369.html","2009-06-11","ShiftJIS","JIS X 0208","0"
"047301","幼き頃の想い出","おさなきころのおもいで","おさなきころのおもいて","","","","「塔影」1933（昭和8）年5月","NDC 721","新字新仮名","なし",2008-08-08,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47301.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47301_ruby_32082.zip","2008-07-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47301_32083.html","2008-07-09","ShiftJIS","JIS X 0208","0"
"049741","帯の巾が広すぎる","おびのはばがひろすぎる","おひのははかひろすきる","","","","「京都日出新聞」1931（昭和6）年3月14日","NDC 721","新字新仮名","なし",2009-03-31,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card49741.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青帛の仙女","同朋舎出版","1996（平成8）年4月5日","1996（平成8）年4月5日第1版第1刷","1996（平成8）年4月5日第1版第1刷","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/49741_ruby_33828.zip","2009-01-31","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/49741_34441.html","2009-01-31","ShiftJIS","JIS X 0208","0"
"047980","思ひ出","おもいで","おもいて","","","","「都市と藝術　198号」1930（昭和5）年","NDC 721","新字旧仮名","なし",2008-07-09,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47980.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄その後","求龍堂","1986（昭和61）年1月15日","1986（昭和61）年1月15日","1986（昭和61）年1月15日","","","","","","","","","","","","鈴木厚司","川山隆","https://www.aozora.gr.jp/cards/000355/files/47980_txt_30933.zip","2008-05-19","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47980_31546.html","2008-05-19","ShiftJIS","JIS X 0208","0"
"049740","想い出","おもいで","おもいて","絵の道五十年の足跡を顧みて","えのみちごじゅうねんのそくせきをかえりみて","","「美之國」1941（昭和16）年7月","NDC 721","新字新仮名","なし",2009-07-03,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card49740.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青帛の仙女","同朋舎出版","1996（平成8）年4月5日","1996（平成8）年4月5日第1版第1刷","1996（平成8）年4月5日第1版第1刷","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/49740_ruby_35124.zip","2009-06-11","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/49740_35370.html","2009-06-11","ShiftJIS","JIS X 0208","0"
"049739","女の顔","おんなのかお","おんなのかお","","","","「京都日出新聞」1905（明治38）年10月8日","NDC 721","新字新仮名","なし",2009-03-26,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card49739.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青帛の仙女","同朋舎出版","1996（平成8）年4月5日","1996（平成8）年4月5日第1版第1刷","1996（平成8）年4月5日第1版第1刷","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/49739_ruby_33816.zip","2009-01-31","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/49739_34435.html","2009-01-31","ShiftJIS","JIS X 0208","0"
"047302","女の話・花の話","おんなのはなし・はなのはなし","おんなのはなしはなのはなし","","","","「大毎美術　第十三巻第五号」1934（昭和9）年5月","NDC 721","新字新仮名","なし",2008-08-08,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47302.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47302_ruby_32084.zip","2008-07-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47302_32085.html","2008-07-24","ShiftJIS","JIS X 0208","1"
"002407","画学校時代","ががっこうじだい","かかつこうしたい","","","","","NDC 721","新字新仮名","なし",2002-01-11,2014-09-17,"https://www.aozora.gr.jp/cards/000355/card2407.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","日本の名随筆　別巻95　明治","作品社","1999（平成11）年1月25日","1999（平成11）年1月25日第1刷","","青眉抄","三彩社","1972（昭和47）年1月","","","","","","","","","ふろっぎぃ","門田裕志","https://www.aozora.gr.jp/cards/000355/files/2407_txt_20722.zip","2005-12-09","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000355/files/2407_20723.html","2005-12-09","ShiftJIS","JIS X 0208","0"
"047304","画室談義","がしつだんぎ","かしつたんき","","","","","NDC 721","新字新仮名","なし",2008-04-24,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47304.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47304_ruby_29637.zip","2008-03-22","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47304_30603.html","2008-03-22","ShiftJIS","JIS X 0208","0"
"047305","画道と女性","がどうとじょせい","かとうとしよせい","――喜久子姫御用の「春秋屏風」その他――","――きくこひめごようの「しゅんじゅうびょうぶ」そのた――","","「大毎美術　第九巻第三号」1930（昭和5）年3月","NDC 721","新字新仮名","なし",2008-06-22,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47305.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47305_ruby_30652.zip","2008-05-17","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47305_31527.html","2008-05-17","ShiftJIS","JIS X 0208","0"
"047306","画筆に生きる五十年","がひつにいきるごじゅうねん","かひつにいきるこしゆうねん","――皇太后陛下御下命画に二十一年間の精進をこめて上納――","――こうたいごうへいかごかめいがににじゅういちねんかんのしょうじんをこめてじょうのう――","","「婦人の友」1937（昭和12）年10、11月号","NDC 721","新字新仮名","なし",2008-11-04,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47306.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47306_ruby_32305.zip","2008-10-15","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47306_33238.html","2008-10-15","ShiftJIS","JIS X 0208","0"
"047303","軽女","かるじょ","かるしよ","","","","","NDC 721","新字新仮名","なし",2008-05-04,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47303.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47303_ruby_29688.zip","2008-04-05","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47303_30890.html","2008-04-05","ShiftJIS","JIS X 0208","0"
"047294","簡潔の美","かんけつのび","かんけつのひ","","","","","NDC 721","新字新仮名","なし",2008-06-03,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card47294.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青眉抄・青眉抄拾遺","講談社","1976（昭和51）年11月10日","1977（昭和52）年5月31日第2刷","1976（昭和51）年11月10日初版","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/47294_txt_29838.zip","2008-05-10","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/47294_31413.html","2008-05-10","ShiftJIS","JIS X 0208","0"
"049738","寛政時代の娘納涼風俗","かんせいじだいのむすめのうりょうふうぞく","かんせいしたいのむすめのうりようふうそく","","","","「京都日出新聞」1916（大正5）年10月24日","NDC 721","新字新仮名","なし",2009-03-26,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card49738.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青帛の仙女","同朋舎出版","1996（平成8）年4月5日","1996（平成8）年4月5日第1版第1刷","1996（平成8）年4月5日第1版第1刷","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/49738_ruby_33814.zip","2009-01-31","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/49738_34436.html","2009-01-31","ShiftJIS","JIS X 0208","0"
"049737","北穂天狗の思い出","きたほてんぐのおもいで","きたほてんくのおもいて","","","","「京都日出新聞」1935（昭和10）年7月30日","NDC 721","新字新仮名","なし",2009-03-31,2014-09-21,"https://www.aozora.gr.jp/cards/000355/card49737.html","000355","上村","松園","うえむら","しょうえん","うえむら","しようえん","Uemura","Shoen","著者","1875-04-23","1949-08-27","なし","青帛の仙女","同朋舎出版","1996（平成8）年4月5日","1996（平成8）年4月5日第1版第1刷","1996（平成8）年4月5日第1版第1刷","","","","","","","","","","","","川山隆","鈴木厚司","https://www.aozora.gr.jp/cards/000355/files/49737_ruby_33827.zip","2009-01-31","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000355/files/49737_34442.html","2009-01-31","ShiftJIS","JIS X 0208","0"
